Site,Date,Temp
Above Discharge,1/8/2016,37.609
Above Discharge,1/8/2016,37.609
Above Discharge,1/8/2016,37.609
Above Discharge,1/8/2016,37.609
Above Discharge,1/8/2016,37.609
Above Discharge,1/8/2016,37.56
Above Discharge,1/8/2016,37.56
Above Discharge,1/8/2016,37.513
Above Discharge,1/8/2016,37.513
Above Discharge,1/8/2016,37.513
Above Discharge,1/8/2016,37.513
Above Discharge,1/8/2016,37.513
Above Discharge,1/8/2016,37.465
Above Discharge,1/8/2016,37.465
Above Discharge,1/8/2016,37.416
Above Discharge,1/8/2016,37.416
Above Discharge,1/8/2016,37.416
Above Discharge,1/8/2016,37.416
Above Discharge,1/8/2016,37.416
Above Discharge,1/8/2016,37.416
Above Discharge,1/8/2016,37.416
Above Discharge,1/8/2016,37.369
Above Discharge,1/8/2016,37.321
Above Discharge,1/8/2016,37.274
Above Discharge,1/8/2016,37.274
Above Discharge,1/8/2016,37.274
Above Discharge,1/8/2016,37.274
Above Discharge,1/8/2016,37.321
Above Discharge,1/8/2016,37.369
Above Discharge,1/8/2016,37.416
Above Discharge,1/8/2016,37.513
Above Discharge,1/8/2016,37.609
Above Discharge,1/8/2016,37.751
Above Discharge,1/8/2016,37.846
Above Discharge,1/8/2016,37.989
Above Discharge,1/8/2016,38.084
Above Discharge,1/8/2016,38.273
Above Discharge,1/8/2016,38.464
Above Discharge,1/8/2016,38.557
Above Discharge,1/8/2016,38.653
Above Discharge,1/8/2016,38.795
Above Discharge,1/8/2016,38.889
Above Discharge,1/8/2016,38.984
Above Discharge,1/8/2016,39.031
Above Discharge,1/8/2016,39.124
Above Discharge,1/8/2016,39.22
Above Discharge,1/8/2016,39.22
Above Discharge,1/8/2016,39.267
Above Discharge,1/8/2016,39.313
Above Discharge,1/8/2016,39.313
Above Discharge,1/8/2016,39.313
Above Discharge,1/8/2016,39.313
Above Discharge,1/8/2016,39.313
Above Discharge,1/8/2016,39.313
Above Discharge,1/8/2016,39.313
Above Discharge,1/8/2016,39.267
Above Discharge,1/8/2016,39.22
Above Discharge,1/8/2016,39.22
Above Discharge,1/8/2016,39.22
Above Discharge,1/8/2016,39.22
Above Discharge,1/8/2016,39.173
Above Discharge,1/8/2016,39.173
Above Discharge,1/8/2016,39.173
Above Discharge,1/8/2016,39.124
Above Discharge,1/8/2016,39.124
Above Discharge,1/8/2016,39.078
Above Discharge,1/8/2016,39.031
Above Discharge,1/8/2016,38.984
Above Discharge,1/8/2016,38.984
Above Discharge,1/8/2016,38.937
Above Discharge,1/8/2016,38.889
Above Discharge,1/8/2016,38.842
Above Discharge,1/8/2016,38.842
Above Discharge,1/8/2016,38.795
Above Discharge,1/8/2016,38.748
Above Discharge,1/8/2016,38.7
Above Discharge,1/8/2016,38.653
Above Discharge,1/8/2016,38.606
Above Discharge,1/8/2016,38.557
Above Discharge,1/8/2016,38.557
Above Discharge,1/8/2016,38.511
Above Discharge,1/8/2016,38.464
Above Discharge,1/8/2016,38.464
Above Discharge,1/9/2016,38.415
Above Discharge,1/9/2016,38.368
Above Discharge,1/9/2016,38.322
Above Discharge,1/9/2016,38.273
Above Discharge,1/9/2016,38.226
